VMM=1, CKTPrunning=0, PDAC=100, XADC=993
VMM=8, CKTPrunning=0, PDAC=100, XADC=702
VMM=1, CKTPrunning=0, PDAC=100, XADC=989
VMM=2, CKTPrunning=0, PDAC=100, XADC=683
VMM=3, CKTPrunning=0, PDAC=100, XADC=755
VMM=4, CKTPrunning=0, PDAC=100, XADC=698
VMM=5, CKTPrunning=0, PDAC=100, XADC=731
VMM=6, CKTPrunning=0, PDAC=100, XADC=701
VMM=7, CKTPrunning=0, PDAC=100, XADC=741
VMM=8, CKTPrunning=0, PDAC=100, XADC=699
VMM=1, CKTPrunning=0, PDAC=100, XADC=991
VMM=2, CKTPrunning=0, PDAC=100, XADC=686
VMM=3, CKTPrunning=0, PDAC=100, XADC=752
VMM=4, CKTPrunning=0, PDAC=100, XADC=694
VMM=5, CKTPrunning=0, PDAC=100, XADC=734
VMM=6, CKTPrunning=0, PDAC=100, XADC=701
VMM=7, CKTPrunning=0, PDAC=100, XADC=744
VMM=8, CKTPrunning=0, PDAC=100, XADC=700
VMM=1, CKTPrunning=0, PDAC=100, XADC=993
VMM=2, CKTPrunning=0, PDAC=100, XADC=689
VMM=3, CKTPrunning=0, PDAC=100, XADC=755
VMM=4, CKTPrunning=0, PDAC=100, XADC=695
VMM=5, CKTPrunning=0, PDAC=100, XADC=734
VMM=6, CKTPrunning=0, PDAC=100, XADC=700
VMM=7, CKTPrunning=0, PDAC=100, XADC=742
VMM=8, CKTPrunning=0, PDAC=100, XADC=712
VMM=1, CKTPrunning=0, PDAC=100, XADC=988
VMM=2, CKTPrunning=0, PDAC=100, XADC=691
VMM=3, CKTPrunning=0, PDAC=100, XADC=752
VMM=4, CKTPrunning=0, PDAC=100, XADC=697
VMM=5, CKTPrunning=0, PDAC=100, XADC=735
VMM=6, CKTPrunning=0, PDAC=100, XADC=700
VMM=7, CKTPrunning=0, PDAC=100, XADC=750
VMM=8, CKTPrunning=0, PDAC=100, XADC=708
VMM=1, CKTPrunning=0, PDAC=100, XADC=987
VMM=2, CKTPrunning=0, PDAC=100, XADC=687
VMM=3, CKTPrunning=0, PDAC=100, XADC=754
VMM=4, CKTPrunning=0, PDAC=100, XADC=700
VMM=5, CKTPrunning=0, PDAC=100, XADC=736
VMM=6, CKTPrunning=0, PDAC=100, XADC=701
VMM=7, CKTPrunning=0, PDAC=100, XADC=742
VMM=8, CKTPrunning=0, PDAC=100, XADC=705
VMM=1, CKTPrunning=0, PDAC=100, XADC=990
VMM=2, CKTPrunning=0, PDAC=100, XADC=683
VMM=3, CKTPrunning=0, PDAC=100, XADC=754
VMM=4, CKTPrunning=0, PDAC=100, XADC=695
VMM=5, CKTPrunning=0, PDAC=100, XADC=736
VMM=6, CKTPrunning=0, PDAC=100, XADC=706
VMM=7, CKTPrunning=0, PDAC=100, XADC=740
VMM=8, CKTPrunning=0, PDAC=100, XADC=702
VMM=1, CKTPrunning=0, PDAC=100, XADC=987
VMM=2, CKTPrunning=0, PDAC=100, XADC=688
VMM=3, CKTPrunning=0, PDAC=100, XADC=758
VMM=4, CKTPrunning=0, PDAC=100, XADC=696
VMM=5, CKTPrunning=0, PDAC=100, XADC=734
VMM=6, CKTPrunning=0, PDAC=100, XADC=697
VMM=7, CKTPrunning=0, PDAC=100, XADC=741
VMM=8, CKTPrunning=0, PDAC=100, XADC=713
VMM=1, CKTPrunning=0, PDAC=100, XADC=991
VMM=2, CKTPrunning=0, PDAC=100, XADC=685
VMM=3, CKTPrunning=0, PDAC=100, XADC=754
VMM=4, CKTPrunning=0, PDAC=100, XADC=691
VMM=5, CKTPrunning=0, PDAC=100, XADC=736
VMM=6, CKTPrunning=0, PDAC=100, XADC=698
VMM=7, CKTPrunning=0, PDAC=100, XADC=739
VMM=8, CKTPrunning=0, PDAC=100, XADC=710
VMM=1, CKTPrunning=0, PDAC=100, XADC=991
VMM=2, CKTPrunning=0, PDAC=100, XADC=680
VMM=3, CKTPrunning=0, PDAC=100, XADC=750
VMM=4, CKTPrunning=0, PDAC=100, XADC=691
VMM=5, CKTPrunning=0, PDAC=100, XADC=735
VMM=6, CKTPrunning=0, PDAC=100, XADC=701
VMM=7, CKTPrunning=0, PDAC=100, XADC=743
VMM=8, CKTPrunning=0, PDAC=100, XADC=706
VMM=1, CKTPrunning=0, PDAC=100, XADC=994
VMM=2, CKTPrunning=0, PDAC=100, XADC=693
VMM=3, CKTPrunning=0, PDAC=100, XADC=758
VMM=4, CKTPrunning=0, PDAC=100, XADC=697
VMM=5, CKTPrunning=0, PDAC=100, XADC=735
VMM=6, CKTPrunning=0, PDAC=100, XADC=701
VMM=7, CKTPrunning=0, PDAC=100, XADC=745
VMM=8, CKTPrunning=0, PDAC=100, XADC=709
VMM=1, CKTPrunning=0, PDAC=100, XADC=991
VMM=2, CKTPrunning=0, PDAC=100, XADC=687
VMM=3, CKTPrunning=0, PDAC=100, XADC=755
VMM=4, CKTPrunning=0, PDAC=100, XADC=694
VMM=5, CKTPrunning=0, PDAC=100, XADC=731
VMM=6, CKTPrunning=0, PDAC=100, XADC=699
VMM=7, CKTPrunning=0, PDAC=100, XADC=745
VMM=8, CKTPrunning=0, PDAC=100, XADC=711
VMM=1, CKTPrunning=0, PDAC=100, XADC=992
VMM=2, CKTPrunning=0, PDAC=100, XADC=683
VMM=3, CKTPrunning=0, PDAC=100, XADC=755
VMM=4, CKTPrunning=0, PDAC=100, XADC=696
VMM=5, CKTPrunning=0, PDAC=100, XADC=735
VMM=6, CKTPrunning=0, PDAC=100, XADC=700
VMM=7, CKTPrunning=0, PDAC=100, XADC=746
VMM=8, CKTPrunning=0, PDAC=100, XADC=712
VMM=1, CKTPrunning=0, PDAC=100, XADC=996
VMM=2, CKTPrunning=0, PDAC=100, XADC=677
VMM=3, CKTPrunning=0, PDAC=100, XADC=753
VMM=4, CKTPrunning=0, PDAC=100, XADC=697
VMM=5, CKTPrunning=0, PDAC=100, XADC=738
VMM=6, CKTPrunning=0, PDAC=100, XADC=704
VMM=7, CKTPrunning=0, PDAC=100, XADC=744
VMM=8, CKTPrunning=0, PDAC=100, XADC=708
VMM=1, CKTPrunning=0, PDAC=100, XADC=997
VMM=2, CKTPrunning=0, PDAC=100, XADC=689
VMM=3, CKTPrunning=0, PDAC=100, XADC=755
VMM=4, CKTPrunning=0, PDAC=100, XADC=698
VMM=5, CKTPrunning=0, PDAC=100, XADC=739
VMM=6, CKTPrunning=0, PDAC=100, XADC=701
VMM=7, CKTPrunning=0, PDAC=100, XADC=745
VMM=8, CKTPrunning=0, PDAC=100, XADC=709
VMM=1, CKTPrunning=0, PDAC=100, XADC=991
VMM=2, CKTPrunning=0, PDAC=100, XADC=682
VMM=3, CKTPrunning=0, PDAC=100, XADC=753
VMM=4, CKTPrunning=0, PDAC=100, XADC=698
VMM=5, CKTPrunning=0, PDAC=100, XADC=734
VMM=6, CKTPrunning=0, PDAC=100, XADC=695
VMM=7, CKTPrunning=0, PDAC=100, XADC=736
VMM=8, CKTPrunning=0, PDAC=100, XADC=706
VMM=1, CKTPrunning=0, PDAC=100, XADC=994
VMM=2, CKTPrunning=0, PDAC=100, XADC=690
VMM=3, CKTPrunning=0, PDAC=100, XADC=751
VMM=4, CKTPrunning=0, PDAC=100, XADC=696
VMM=5, CKTPrunning=0, PDAC=100, XADC=734
VMM=6, CKTPrunning=0, PDAC=100, XADC=701
VMM=7, CKTPrunning=0, PDAC=100, XADC=744
VMM=8, CKTPrunning=0, PDAC=100, XADC=709
VMM=1, CKTPrunning=0, PDAC=100, XADC=989
VMM=2, CKTPrunning=0, PDAC=100, XADC=686
VMM=3, CKTPrunning=0, PDAC=100, XADC=753
VMM=4, CKTPrunning=0, PDAC=100, XADC=694
VMM=5, CKTPrunning=0, PDAC=100, XADC=734
VMM=6, CKTPrunning=0, PDAC=100, XADC=699
VMM=7, CKTPrunning=0, PDAC=100, XADC=749
VMM=8, CKTPrunning=0, PDAC=100, XADC=714
VMM=1, CKTPrunning=0, PDAC=100, XADC=993
VMM=2, CKTPrunning=0, PDAC=100, XADC=681
VMM=3, CKTPrunning=0, PDAC=100, XADC=753
VMM=4, CKTPrunning=0, PDAC=100, XADC=693
VMM=5, CKTPrunning=0, PDAC=100, XADC=736
VMM=6, CKTPrunning=0, PDAC=100, XADC=701
VMM=7, CKTPrunning=0, PDAC=100, XADC=743
VMM=8, CKTPrunning=0, PDAC=100, XADC=705
VMM=1, CKTPrunning=0, PDAC=100, XADC=997
VMM=2, CKTPrunning=0, PDAC=100, XADC=683
VMM=3, CKTPrunning=0, PDAC=100, XADC=750
VMM=4, CKTPrunning=0, PDAC=100, XADC=696
VMM=5, CKTPrunning=0, PDAC=100, XADC=737
VMM=6, CKTPrunning=0, PDAC=100, XADC=702
VMM=7, CKTPrunning=0, PDAC=100, XADC=744
VMM=8, CKTPrunning=0, PDAC=100, XADC=708
VMM=1, CKTPrunning=0, PDAC=100, XADC=992
VMM=2, CKTPrunning=0, PDAC=100, XADC=684
VMM=3, CKTPrunning=0, PDAC=100, XADC=754
VMM=4, CKTPrunning=0, PDAC=100, XADC=695
VMM=5, CKTPrunning=0, PDAC=100, XADC=733
VMM=6, CKTPrunning=0, PDAC=100, XADC=695
VMM=7, CKTPrunning=0, PDAC=100, XADC=736
VMM=8, CKTPrunning=0, PDAC=100, XADC=707
VMM=1, CKTPrunning=0, PDAC=100, XADC=998
VMM=2, CKTPrunning=0, PDAC=100, XADC=690
VMM=3, CKTPrunning=0, PDAC=100, XADC=756
VMM=4, CKTPrunning=0, PDAC=100, XADC=697
VMM=5, CKTPrunning=0, PDAC=100, XADC=736
VMM=6, CKTPrunning=0, PDAC=100, XADC=699
VMM=7, CKTPrunning=0, PDAC=100, XADC=736
VMM=8, CKTPrunning=0, PDAC=100, XADC=707
VMM=1, CKTPrunning=0, PDAC=100, XADC=989
VMM=2, CKTPrunning=0, PDAC=100, XADC=682
VMM=3, CKTPrunning=0, PDAC=100, XADC=752
VMM=4, CKTPrunning=0, PDAC=100, XADC=695
VMM=5, CKTPrunning=0, PDAC=100, XADC=737
VMM=6, CKTPrunning=0, PDAC=100, XADC=700
VMM=7, CKTPrunning=0, PDAC=100, XADC=737
VMM=8, CKTPrunning=0, PDAC=100, XADC=704
VMM=1, CKTPrunning=0, PDAC=100, XADC=994
VMM=2, CKTPrunning=0, PDAC=100, XADC=683
VMM=3, CKTPrunning=0, PDAC=100, XADC=750
VMM=4, CKTPrunning=0, PDAC=100, XADC=694
VMM=5, CKTPrunning=0, PDAC=100, XADC=735
VMM=6, CKTPrunning=0, PDAC=100, XADC=703
VMM=7, CKTPrunning=0, PDAC=100, XADC=736
VMM=8, CKTPrunning=0, PDAC=100, XADC=697
VMM=1, CKTPrunning=0, PDAC=100, XADC=993
VMM=2, CKTPrunning=0, PDAC=100, XADC=686
VMM=3, CKTPrunning=0, PDAC=100, XADC=752
VMM=4, CKTPrunning=0, PDAC=100, XADC=693
VMM=5, CKTPrunning=0, PDAC=100, XADC=734
VMM=6, CKTPrunning=0, PDAC=100, XADC=705
VMM=7, CKTPrunning=0, PDAC=100, XADC=744
VMM=8, CKTPrunning=0, PDAC=100, XADC=702
VMM=1, CKTPrunning=0, PDAC=100, XADC=997
VMM=2, CKTPrunning=0, PDAC=100, XADC=688
VMM=3, CKTPrunning=0, PDAC=100, XADC=754
VMM=4, CKTPrunning=0, PDAC=100, XADC=697
VMM=5, CKTPrunning=0, PDAC=100, XADC=736
VMM=6, CKTPrunning=0, PDAC=100, XADC=705
VMM=7, CKTPrunning=0, PDAC=100, XADC=751
VMM=8, CKTPrunning=0, PDAC=100, XADC=702
VMM=1, CKTPrunning=0, PDAC=100, XADC=993
VMM=2, CKTPrunning=0, PDAC=100, XADC=680
VMM=3, CKTPrunning=0, PDAC=100, XADC=750
VMM=4, CKTPrunning=0, PDAC=100, XADC=695
VMM=5, CKTPrunning=0, PDAC=100, XADC=734
VMM=6, CKTPrunning=0, PDAC=100, XADC=700
VMM=7, CKTPrunning=0, PDAC=100, XADC=742
VMM=8, CKTPrunning=0, PDAC=100, XADC=709
VMM=1, CKTPrunning=0, PDAC=100, XADC=994
VMM=2, CKTPrunning=0, PDAC=100, XADC=687
VMM=3, CKTPrunning=0, PDAC=100, XADC=752
VMM=4, CKTPrunning=0, PDAC=100, XADC=694
VMM=5, CKTPrunning=0, PDAC=100, XADC=733
VMM=6, CKTPrunning=0, PDAC=100, XADC=703
VMM=7, CKTPrunning=0, PDAC=100, XADC=744
VMM=8, CKTPrunning=0, PDAC=100, XADC=704
VMM=1, CKTPrunning=0, PDAC=100, XADC=994
VMM=2, CKTPrunning=0, PDAC=100, XADC=687
VMM=3, CKTPrunning=0, PDAC=100, XADC=757
VMM=4, CKTPrunning=0, PDAC=100, XADC=697
VMM=5, CKTPrunning=0, PDAC=100, XADC=736
VMM=6, CKTPrunning=0, PDAC=100, XADC=700
VMM=7, CKTPrunning=0, PDAC=100, XADC=743
VMM=8, CKTPrunning=0, PDAC=100, XADC=706
VMM=1, CKTPrunning=0, PDAC=100, XADC=991
VMM=2, CKTPrunning=0, PDAC=100, XADC=682
VMM=3, CKTPrunning=0, PDAC=100, XADC=751
VMM=4, CKTPrunning=0, PDAC=100, XADC=698
VMM=5, CKTPrunning=0, PDAC=100, XADC=735
VMM=6, CKTPrunning=0, PDAC=100, XADC=701
VMM=7, CKTPrunning=0, PDAC=100, XADC=738
VMM=8, CKTPrunning=0, PDAC=100, XADC=701
VMM=1, CKTPrunning=0, PDAC=100, XADC=990
VMM=2, CKTPrunning=0, PDAC=100, XADC=680
VMM=3, CKTPrunning=0, PDAC=100, XADC=760
VMM=4, CKTPrunning=0, PDAC=100, XADC=697
VMM=5, CKTPrunning=0, PDAC=100, XADC=734
VMM=6, CKTPrunning=0, PDAC=100, XADC=701
VMM=7, CKTPrunning=0, PDAC=100, XADC=745
VMM=8, CKTPrunning=0, PDAC=100, XADC=707
VMM=1, CKTPrunning=0, PDAC=100, XADC=993
VMM=2, CKTPrunning=0, PDAC=100, XADC=682
VMM=3, CKTPrunning=0, PDAC=100, XADC=748
VMM=4, CKTPrunning=0, PDAC=100, XADC=695
VMM=5, CKTPrunning=0, PDAC=100, XADC=735
VMM=6, CKTPrunning=0, PDAC=100, XADC=702
VMM=7, CKTPrunning=0, PDAC=100, XADC=743
VMM=8, CKTPrunning=0, PDAC=100, XADC=711
VMM=1, CKTPrunning=0, PDAC=100, XADC=994
VMM=2, CKTPrunning=0, PDAC=100, XADC=675
VMM=3, CKTPrunning=0, PDAC=100, XADC=758
VMM=4, CKTPrunning=0, PDAC=100, XADC=694
VMM=5, CKTPrunning=0, PDAC=100, XADC=734
VMM=6, CKTPrunning=0, PDAC=100, XADC=699
VMM=7, CKTPrunning=0, PDAC=100, XADC=736
VMM=8, CKTPrunning=0, PDAC=100, XADC=703
VMM=1, CKTPrunning=0, PDAC=100, XADC=990
VMM=2, CKTPrunning=0, PDAC=100, XADC=685
VMM=3, CKTPrunning=0, PDAC=100, XADC=754
VMM=4, CKTPrunning=0, PDAC=100, XADC=696
VMM=5, CKTPrunning=0, PDAC=100, XADC=734
VMM=6, CKTPrunning=0, PDAC=100, XADC=701
VMM=7, CKTPrunning=0, PDAC=100, XADC=750
VMM=8, CKTPrunning=0, PDAC=100, XADC=714
VMM=1, CKTPrunning=0, PDAC=100, XADC=991
VMM=2, CKTPrunning=0, PDAC=100, XADC=688
VMM=3, CKTPrunning=0, PDAC=100, XADC=752
VMM=4, CKTPrunning=0, PDAC=100, XADC=696
VMM=5, CKTPrunning=0, PDAC=100, XADC=732
VMM=6, CKTPrunning=0, PDAC=100, XADC=700
VMM=7, CKTPrunning=0, PDAC=100, XADC=745
VMM=8, CKTPrunning=0, PDAC=100, XADC=707
VMM=1, CKTPrunning=0, PDAC=100, XADC=991
VMM=2, CKTPrunning=0, PDAC=100, XADC=687
VMM=3, CKTPrunning=0, PDAC=100, XADC=757
VMM=4, CKTPrunning=0, PDAC=100, XADC=698
VMM=5, CKTPrunning=0, PDAC=100, XADC=733
VMM=6, CKTPrunning=0, PDAC=100, XADC=700
VMM=7, CKTPrunning=0, PDAC=100, XADC=740
VMM=8, CKTPrunning=0, PDAC=100, XADC=706
VMM=1, CKTPrunning=0, PDAC=100, XADC=994
VMM=2, CKTPrunning=0, PDAC=100, XADC=692
VMM=3, CKTPrunning=0, PDAC=100, XADC=759
VMM=4, CKTPrunning=0, PDAC=100, XADC=699
VMM=5, CKTPrunning=0, PDAC=100, XADC=734
VMM=6, CKTPrunning=0, PDAC=100, XADC=702
VMM=7, CKTPrunning=0, PDAC=100, XADC=740
VMM=8, CKTPrunning=0, PDAC=100, XADC=709
VMM=1, CKTPrunning=0, PDAC=100, XADC=990
VMM=2, CKTPrunning=0, PDAC=100, XADC=684
VMM=3, CKTPrunning=0, PDAC=100, XADC=760
VMM=4, CKTPrunning=0, PDAC=100, XADC=698
VMM=5, CKTPrunning=0, PDAC=100, XADC=735
VMM=6, CKTPrunning=0, PDAC=100, XADC=703
VMM=7, CKTPrunning=0, PDAC=100, XADC=745
VMM=8, CKTPrunning=0, PDAC=100, XADC=704
VMM=1, CKTPrunning=0, PDAC=100, XADC=996
VMM=2, CKTPrunning=0, PDAC=100, XADC=690
VMM=3, CKTPrunning=0, PDAC=100, XADC=756
VMM=4, CKTPrunning=0, PDAC=100, XADC=697
VMM=5, CKTPrunning=0, PDAC=100, XADC=736
VMM=6, CKTPrunning=0, PDAC=100, XADC=701
VMM=7, CKTPrunning=0, PDAC=100, XADC=746
VMM=8, CKTPrunning=0, PDAC=100, XADC=708
VMM=1, CKTPrunning=0, PDAC=100, XADC=998
VMM=2, CKTPrunning=0, PDAC=100, XADC=681
VMM=3, CKTPrunning=0, PDAC=100, XADC=755
VMM=4, CKTPrunning=0, PDAC=100, XADC=694
VMM=5, CKTPrunning=0, PDAC=100, XADC=734
VMM=6, CKTPrunning=0, PDAC=100, XADC=702
VMM=7, CKTPrunning=0, PDAC=100, XADC=745
VMM=8, CKTPrunning=0, PDAC=100, XADC=705
VMM=1, CKTPrunning=0, PDAC=100, XADC=996
VMM=2, CKTPrunning=0, PDAC=100, XADC=691
VMM=3, CKTPrunning=0, PDAC=100, XADC=754
VMM=4, CKTPrunning=0, PDAC=100, XADC=698
VMM=5, CKTPrunning=0, PDAC=100, XADC=733
VMM=6, CKTPrunning=0, PDAC=100, XADC=701
VMM=7, CKTPrunning=0, PDAC=100, XADC=748
VMM=8, CKTPrunning=0, PDAC=100, XADC=713
VMM=1, CKTPrunning=0, PDAC=100, XADC=989
VMM=2, CKTPrunning=0, PDAC=100, XADC=683
VMM=3, CKTPrunning=0, PDAC=100, XADC=756
VMM=4, CKTPrunning=0, PDAC=100, XADC=698
VMM=5, CKTPrunning=0, PDAC=100, XADC=735
VMM=6, CKTPrunning=0, PDAC=100, XADC=701
VMM=7, CKTPrunning=0, PDAC=100, XADC=740
VMM=8, CKTPrunning=0, PDAC=100, XADC=708
VMM=1, CKTPrunning=0, PDAC=100, XADC=996
VMM=2, CKTPrunning=0, PDAC=100, XADC=680
VMM=3, CKTPrunning=0, PDAC=100, XADC=752
VMM=4, CKTPrunning=0, PDAC=100, XADC=697
VMM=5, CKTPrunning=0, PDAC=100, XADC=735
VMM=6, CKTPrunning=0, PDAC=100, XADC=700
VMM=7, CKTPrunning=0, PDAC=100, XADC=744
VMM=8, CKTPrunning=0, PDAC=100, XADC=705
VMM=1, CKTPrunning=0, PDAC=100, XADC=993
VMM=2, CKTPrunning=0, PDAC=100, XADC=679
VMM=3, CKTPrunning=0, PDAC=100, XADC=753
VMM=4, CKTPrunning=0, PDAC=100, XADC=694
VMM=5, CKTPrunning=0, PDAC=100, XADC=731
VMM=6, CKTPrunning=0, PDAC=100, XADC=698
VMM=7, CKTPrunning=0, PDAC=100, XADC=736
VMM=8, CKTPrunning=0, PDAC=100, XADC=708
VMM=1, CKTPrunning=0, PDAC=100, XADC=997
VMM=2, CKTPrunning=0, PDAC=100, XADC=680
VMM=3, CKTPrunning=0, PDAC=100, XADC=750
VMM=4, CKTPrunning=0, PDAC=100, XADC=697
VMM=5, CKTPrunning=0, PDAC=100, XADC=737
VMM=6, CKTPrunning=0, PDAC=100, XADC=697
VMM=7, CKTPrunning=0, PDAC=100, XADC=738
VMM=8, CKTPrunning=0, PDAC=100, XADC=705
VMM=1, CKTPrunning=0, PDAC=100, XADC=995
VMM=2, CKTPrunning=0, PDAC=100, XADC=686
VMM=3, CKTPrunning=0, PDAC=100, XADC=752
VMM=4, CKTPrunning=0, PDAC=100, XADC=696
VMM=5, CKTPrunning=0, PDAC=100, XADC=737
VMM=6, CKTPrunning=0, PDAC=100, XADC=703
VMM=7, CKTPrunning=0, PDAC=100, XADC=738
VMM=8, CKTPrunning=0, PDAC=100, XADC=701
VMM=1, CKTPrunning=0, PDAC=100, XADC=990
VMM=2, CKTPrunning=0, PDAC=100, XADC=688
VMM=3, CKTPrunning=0, PDAC=100, XADC=759
VMM=4, CKTPrunning=0, PDAC=100, XADC=700
VMM=5, CKTPrunning=0, PDAC=100, XADC=734
VMM=6, CKTPrunning=0, PDAC=100, XADC=699
VMM=7, CKTPrunning=0, PDAC=100, XADC=742
VMM=8, CKTPrunning=0, PDAC=100, XADC=706
VMM=1, CKTPrunning=0, PDAC=100, XADC=993
VMM=2, CKTPrunning=0, PDAC=100, XADC=688
VMM=3, CKTPrunning=0, PDAC=100, XADC=757
VMM=4, CKTPrunning=0, PDAC=100, XADC=698
VMM=5, CKTPrunning=0, PDAC=100, XADC=732
VMM=6, CKTPrunning=0, PDAC=100, XADC=703
VMM=7, CKTPrunning=0, PDAC=100, XADC=740
VMM=8, CKTPrunning=0, PDAC=100, XADC=706
VMM=1, CKTPrunning=0, PDAC=100, XADC=992
VMM=2, CKTPrunning=0, PDAC=100, XADC=691
VMM=3, CKTPrunning=0, PDAC=100, XADC=758
VMM=4, CKTPrunning=0, PDAC=100, XADC=698
VMM=5, CKTPrunning=0, PDAC=100, XADC=734
VMM=6, CKTPrunning=0, PDAC=100, XADC=701
VMM=7, CKTPrunning=0, PDAC=100, XADC=752
VMM=8, CKTPrunning=0, PDAC=100, XADC=707
VMM=1, CKTPrunning=0, PDAC=100, XADC=993
VMM=2, CKTPrunning=0, PDAC=100, XADC=693
VMM=3, CKTPrunning=0, PDAC=100, XADC=756
VMM=4, CKTPrunning=0, PDAC=100, XADC=698
VMM=5, CKTPrunning=0, PDAC=100, XADC=736
VMM=6, CKTPrunning=0, PDAC=100, XADC=702
VMM=7, CKTPrunning=0, PDAC=100, XADC=739
VMM=8, CKTPrunning=0, PDAC=100, XADC=702
VMM=1, CKTPrunning=0, PDAC=100, XADC=1000
VMM=2, CKTPrunning=0, PDAC=100, XADC=687
VMM=3, CKTPrunning=0, PDAC=100, XADC=757
VMM=4, CKTPrunning=0, PDAC=100, XADC=697
VMM=5, CKTPrunning=0, PDAC=100, XADC=732
VMM=6, CKTPrunning=0, PDAC=100, XADC=705
VMM=7, CKTPrunning=0, PDAC=100, XADC=741
VMM=8, CKTPrunning=0, PDAC=100, XADC=705
VMM=1, CKTPrunning=0, PDAC=100, XADC=989
VMM=2, CKTPrunning=0, PDAC=100, XADC=691
VMM=3, CKTPrunning=0, PDAC=100, XADC=757
VMM=4, CKTPrunning=0, PDAC=100, XADC=702
VMM=5, CKTPrunning=0, PDAC=100, XADC=735
VMM=6, CKTPrunning=0, PDAC=100, XADC=704
VMM=7, CKTPrunning=0, PDAC=100, XADC=744
VMM=8, CKTPrunning=0, PDAC=100, XADC=702
VMM=1, CKTPrunning=0, PDAC=100, XADC=994
